,participant_number,block_number,condition,RT,group,task
41865,6,2,predictive_distractors,498.9,tool_vehicle_group,search
41866,6,2,predictive_distractors,994.6,tool_vehicle_group,search
41867,6,2,predictive_distractors,831.2,tool_vehicle_group,search
41868,6,2,predictive_distractors,716.4,tool_vehicle_group,search
41869,6,2,nonpredictive_distractors,623.3,tool_vehicle_group,search
41870,6,2,nonpredictive_distractors,511.9,tool_vehicle_group,search
41871,6,2,distractor_absent,748.3,tool_vehicle_group,search
41872,6,2,predictive_distractors,793.9,tool_vehicle_group,search
41873,6,2,predictive_distractors,535.9,tool_vehicle_group,search
41874,6,2,predictive_distractors,779.1,tool_vehicle_group,search
41875,6,2,nonpredictive_distractors,741.2,tool_vehicle_group,search
41876,6,2,predictive_distractors,623.2,tool_vehicle_group,search
41877,6,2,distractor_absent,537.8,tool_vehicle_group,search
41878,6,2,nonpredictive_distractors,940.7,tool_vehicle_group,search
41879,6,2,nonpredictive_distractors,851.9,tool_vehicle_group,search
41880,6,2,nonpredictive_distractors,733.6,tool_vehicle_group,search
41881,6,2,nonpredictive_distractors,733.1,tool_vehicle_group,search
41882,6,2,nonpredictive_distractors,749,tool_vehicle_group,search
41883,6,2,nonpredictive_distractors,581.4,tool_vehicle_group,search
41884,6,2,nonpredictive_distractors,873.5,tool_vehicle_group,search
41885,6,2,distractor_absent,620.3,tool_vehicle_group,search
41886,6,2,nonpredictive_distractors,578.3,tool_vehicle_group,search
41887,6,2,predictive_distractors,813.1,tool_vehicle_group,search
41888,6,2,predictive_distractors,601.9,tool_vehicle_group,search
41889,6,2,nonpredictive_distractors,910.2,tool_vehicle_group,search
41890,6,2,predictive_distractors,716.9,tool_vehicle_group,search
41891,6,2,distractor_absent,643.2,tool_vehicle_group,search
41892,6,2,predictive_distractors,596.4,tool_vehicle_group,search
41893,6,2,predictive_distractors,561.5,tool_vehicle_group,search
41894,6,2,predictive_distractors,727.3,tool_vehicle_group,search
41895,6,2,predictive_distractors,808.5,tool_vehicle_group,search
41896,6,2,nonpredictive_distractors,753.1,tool_vehicle_group,search
41897,6,2,predictive_distractors,715.5,tool_vehicle_group,search
41898,6,2,predictive_distractors,709.7,tool_vehicle_group,search
41899,6,2,nonpredictive_distractors,757.4,tool_vehicle_group,search
41900,6,2,nonpredictive_distractors,849.9,tool_vehicle_group,search
41901,6,2,predictive_distractors,723.3,tool_vehicle_group,search
41902,6,2,predictive_distractors,771.6,tool_vehicle_group,search
41903,6,2,nonpredictive_distractors,535.7,tool_vehicle_group,search
41904,6,2,nonpredictive_distractors,576.2,tool_vehicle_group,search
41905,6,2,nonpredictive_distractors,645,tool_vehicle_group,search
41906,6,2,nonpredictive_distractors,641.5,tool_vehicle_group,search
41907,6,2,distractor_absent,874.7,tool_vehicle_group,search
41908,6,2,nonpredictive_distractors,545.8,tool_vehicle_group,search
41909,6,2,distractor_absent,713.5,tool_vehicle_group,search
41910,6,2,nonpredictive_distractors,646.6,tool_vehicle_group,search
41911,6,2,nonpredictive_distractors,469,tool_vehicle_group,search
41912,6,2,nonpredictive_distractors,758.6,tool_vehicle_group,search
41913,6,2,nonpredictive_distractors,670.3,tool_vehicle_group,search
41914,6,2,nonpredictive_distractors,556.9,tool_vehicle_group,search
41915,6,2,nonpredictive_distractors,489,tool_vehicle_group,search
41916,6,2,nonpredictive_distractors,956.5,tool_vehicle_group,search
41917,6,2,distractor_absent,645.2,tool_vehicle_group,search
41918,6,2,distractor_absent,551.2,tool_vehicle_group,search
41919,6,2,nonpredictive_distractors,639.8,tool_vehicle_group,search
41920,6,2,nonpredictive_distractors,666.5,tool_vehicle_group,search
41921,6,2,predictive_distractors,857.5,tool_vehicle_group,search
41922,6,2,predictive_distractors,558.4,tool_vehicle_group,search
41923,6,2,nonpredictive_distractors,688.3,tool_vehicle_group,search
41924,6,2,predictive_distractors,597.5,tool_vehicle_group,search
41925,6,2,predictive_distractors,523.1,tool_vehicle_group,search
41926,6,2,distractor_absent,459.9,tool_vehicle_group,search
41927,6,2,distractor_absent,595.2,tool_vehicle_group,search
41928,6,2,predictive_distractors,826.1,tool_vehicle_group,search
41929,6,2,predictive_distractors,512.2,tool_vehicle_group,search
41930,6,2,nonpredictive_distractors,446.6,tool_vehicle_group,search
41931,6,2,nonpredictive_distractors,767.1,tool_vehicle_group,search
41932,6,2,predictive_distractors,744.5,tool_vehicle_group,search
41933,6,2,nonpredictive_distractors,671.4,tool_vehicle_group,search
41934,6,2,nonpredictive_distractors,576.3,tool_vehicle_group,search
41935,6,2,predictive_distractors,801.7,tool_vehicle_group,search
41936,6,3,predictive_distractors,747.8,tool_vehicle_group,search
41937,6,3,distractor_absent,679.2,tool_vehicle_group,search
41938,6,3,distractor_absent,532.5,tool_vehicle_group,search
41939,6,3,distractor_absent,500.3,tool_vehicle_group,search
41940,6,3,predictive_distractors,719.1,tool_vehicle_group,search
41941,6,3,distractor_absent,436.5,tool_vehicle_group,search
41942,6,3,nonpredictive_distractors,640.1,tool_vehicle_group,search
41943,6,3,distractor_absent,851.1,tool_vehicle_group,search
41944,6,3,distractor_absent,530.4,tool_vehicle_group,search
41945,6,3,nonpredictive_distractors,559.2,tool_vehicle_group,search
41946,6,3,nonpredictive_distractors,631.3,tool_vehicle_group,search
41947,6,3,predictive_distractors,687,tool_vehicle_group,search
41948,6,3,predictive_distractors,758.3,tool_vehicle_group,search
41949,6,3,distractor_absent,563.7,tool_vehicle_group,search
41950,6,3,nonpredictive_distractors,849.5,tool_vehicle_group,search
41951,6,3,nonpredictive_distractors,833.9,tool_vehicle_group,search
41952,6,3,predictive_distractors,630.6,tool_vehicle_group,search
41953,6,3,nonpredictive_distractors,681.1,tool_vehicle_group,search
41954,6,3,predictive_distractors,737.7,tool_vehicle_group,search
41955,6,3,nonpredictive_distractors,1032.8,tool_vehicle_group,search
41956,6,3,distractor_absent,928.4,tool_vehicle_group,search
41957,6,3,nonpredictive_distractors,528.5,tool_vehicle_group,search
41958,6,3,nonpredictive_distractors,718.2,tool_vehicle_group,search
41959,6,3,predictive_distractors,771.1,tool_vehicle_group,search
41960,6,3,distractor_absent,840.1,tool_vehicle_group,search
41961,6,3,distractor_absent,785.3,tool_vehicle_group,search
41962,6,3,nonpredictive_distractors,618.5,tool_vehicle_group,search
41963,6,3,predictive_distractors,757.1,tool_vehicle_group,search
41964,6,3,nonpredictive_distractors,647,tool_vehicle_group,search
41965,6,3,distractor_absent,745,tool_vehicle_group,search
41966,6,3,predictive_distractors,682.5,tool_vehicle_group,search
41967,6,3,predictive_distractors,660.7,tool_vehicle_group,search
41968,6,3,predictive_distractors,826.3,tool_vehicle_group,search
41969,6,3,predictive_distractors,784.9,tool_vehicle_group,search
41970,6,3,distractor_absent,803.7,tool_vehicle_group,search
41971,6,3,nonpredictive_distractors,800.8,tool_vehicle_group,search
41972,6,3,nonpredictive_distractors,1064.3,tool_vehicle_group,search
41973,6,3,predictive_distractors,644.3,tool_vehicle_group,search
41974,6,3,predictive_distractors,697.2,tool_vehicle_group,search
41975,6,3,nonpredictive_distractors,540.9,tool_vehicle_group,search
41976,6,3,predictive_distractors,1054.6,tool_vehicle_group,search
41977,6,3,nonpredictive_distractors,646.3,tool_vehicle_group,search
41978,6,3,distractor_absent,647.6,tool_vehicle_group,search
41979,6,3,predictive_distractors,529.5,tool_vehicle_group,search
41980,6,3,distractor_absent,726.7,tool_vehicle_group,search
41981,6,3,distractor_absent,606.1,tool_vehicle_group,search
41982,6,3,nonpredictive_distractors,544,tool_vehicle_group,search
41983,6,3,nonpredictive_distractors,867.2,tool_vehicle_group,search
41984,6,3,predictive_distractors,607.6,tool_vehicle_group,search
41985,6,3,distractor_absent,594,tool_vehicle_group,search
41986,6,3,nonpredictive_distractors,490.8,tool_vehicle_group,search
41987,6,3,predictive_distractors,733,tool_vehicle_group,search
41988,6,3,distractor_absent,563.5,tool_vehicle_group,search
41989,6,3,distractor_absent,526,tool_vehicle_group,search
41990,6,3,distractor_absent,520.6,tool_vehicle_group,search
41991,6,3,nonpredictive_distractors,981.9,tool_vehicle_group,search
41992,6,3,predictive_distractors,825.1,tool_vehicle_group,search
41993,6,3,predictive_distractors,601.7,tool_vehicle_group,search
41994,6,3,nonpredictive_distractors,674.4,tool_vehicle_group,search
41995,6,3,predictive_distractors,816.7,tool_vehicle_group,search
41996,6,3,distractor_absent,700.7,tool_vehicle_group,search
41997,6,3,predictive_distractors,641.4,tool_vehicle_group,search
41998,6,3,predictive_distractors,694.6,tool_vehicle_group,search
41999,6,3,predictive_distractors,603.7,tool_vehicle_group,search
42000,6,3,distractor_absent,589.7,tool_vehicle_group,search
42001,6,3,predictive_distractors,708.4,tool_vehicle_group,search
42002,6,3,nonpredictive_distractors,915.3,tool_vehicle_group,search
42003,7,0,distractor_absent,954,tool_vehicle_group,search
42004,7,0,distractor_absent,770,tool_vehicle_group,search
42005,7,0,nonpredictive_distractors,1081,tool_vehicle_group,search
42006,7,0,distractor_absent,780,tool_vehicle_group,search
42007,7,0,nonpredictive_distractors,759,tool_vehicle_group,search
42008,7,0,nonpredictive_distractors,1099,tool_vehicle_group,search
42009,7,0,predictive_distractors,867,tool_vehicle_group,search
42010,7,0,nonpredictive_distractors,1105,tool_vehicle_group,search
42011,7,0,nonpredictive_distractors,880,tool_vehicle_group,search
42012,7,0,distractor_absent,661,tool_vehicle_group,search
42013,7,0,predictive_distractors,776,tool_vehicle_group,search
42014,7,0,nonpredictive_distractors,1284,tool_vehicle_group,search
42015,7,0,nonpredictive_distractors,1649,tool_vehicle_group,search
42016,7,0,distractor_absent,738,tool_vehicle_group,search
42017,7,0,predictive_distractors,1080,tool_vehicle_group,search
42018,7,0,nonpredictive_distractors,1361,tool_vehicle_group,search
42019,7,0,nonpredictive_distractors,1128,tool_vehicle_group,search
42020,7,0,nonpredictive_distractors,1124,tool_vehicle_group,search
42021,7,0,nonpredictive_distractors,962,tool_vehicle_group,search
42022,7,0,predictive_distractors,895,tool_vehicle_group,search
42023,7,0,distractor_absent,825,tool_vehicle_group,search
42024,7,0,distractor_absent,739,tool_vehicle_group,search
42025,7,0,predictive_distractors,492,tool_vehicle_group,search
42026,7,0,nonpredictive_distractors,842,tool_vehicle_group,search
42027,7,0,predictive_distractors,1151,tool_vehicle_group,search
42028,7,0,predictive_distractors,575,tool_vehicle_group,search
42029,7,0,predictive_distractors,770,tool_vehicle_group,search
42030,7,0,predictive_distractors,1578,tool_vehicle_group,search
42031,7,0,distractor_absent,770,tool_vehicle_group,search
42032,7,0,nonpredictive_distractors,825,tool_vehicle_group,search
42033,7,0,predictive_distractors,865,tool_vehicle_group,search
42034,7,0,nonpredictive_distractors,594,tool_vehicle_group,search
42035,7,0,predictive_distractors,487,tool_vehicle_group,search
42036,7,0,distractor_absent,1114,tool_vehicle_group,search
42037,7,0,distractor_absent,1523,tool_vehicle_group,search
42038,7,0,predictive_distractors,551,tool_vehicle_group,search
42039,7,0,distractor_absent,956,tool_vehicle_group,search
42040,7,0,nonpredictive_distractors,1389,tool_vehicle_group,search
42041,7,0,predictive_distractors,809,tool_vehicle_group,search
42042,7,0,predictive_distractors,891,tool_vehicle_group,search
42043,7,0,nonpredictive_distractors,1079,tool_vehicle_group,search
42044,7,0,predictive_distractors,651,tool_vehicle_group,search
42045,7,0,nonpredictive_distractors,1198,tool_vehicle_group,search
42046,7,0,predictive_distractors,525,tool_vehicle_group,search
42047,7,0,distractor_absent,491,tool_vehicle_group,search
42048,7,0,nonpredictive_distractors,1135,tool_vehicle_group,search
42049,7,0,predictive_distractors,1834,tool_vehicle_group,search
42050,7,0,distractor_absent,886,tool_vehicle_group,search
42051,7,0,predictive_distractors,1060,tool_vehicle_group,search
42052,7,0,predictive_distractors,937,tool_vehicle_group,search
42053,7,0,nonpredictive_distractors,1393,tool_vehicle_group,search
42054,7,0,nonpredictive_distractors,738,tool_vehicle_group,search
42055,7,0,predictive_distractors,845,tool_vehicle_group,search
42056,7,0,nonpredictive_distractors,1794,tool_vehicle_group,search
42057,7,0,nonpredictive_distractors,693,tool_vehicle_group,search
42058,7,0,distractor_absent,797,tool_vehicle_group,search
42059,7,0,nonpredictive_distractors,597,tool_vehicle_group,search
42060,7,0,predictive_distractors,716,tool_vehicle_group,search
42061,7,0,distractor_absent,993,tool_vehicle_group,search
42062,7,0,predictive_distractors,1040,tool_vehicle_group,search
42063,7,0,distractor_absent,729,tool_vehicle_group,search
42064,7,0,nonpredictive_distractors,637,tool_vehicle_group,search
42065,7,0,distractor_absent,630,tool_vehicle_group,search
42066,7,0,predictive_distractors,537,tool_vehicle_group,search
42067,7,0,nonpredictive_distractors,475,tool_vehicle_group,search
42068,7,0,predictive_distractors,535,tool_vehicle_group,search
42069,7,0,nonpredictive_distractors,725,tool_vehicle_group,search
42070,7,0,nonpredictive_distractors,720,tool_vehicle_group,search
42071,7,0,predictive_distractors,1160,tool_vehicle_group,search
